Michelle,King,mking0@yahoo.co.jp,Philippines,Female,Cabangan,Jaxnation,,PHP
Mary,Barnes,mbarnes1@google.ru,Namibia,Female,Opuwo,Cogidoo,33689.46,NAD
Mary,Smith,msmith2@webs.com,Indonesia,Female,Patrol,Twimbo,88500.12,IDR
Heather,Campbell,hcampbell3@aboutads.info,Morocco,Female,Tanalt,Wordtune,47726.60,MAD
Wayne,Nichols,wnichols4@addthis.com,Dominican Republic,Male,Pimentel,Meezzy,67654.32,DOP
Lillian,Payne,lpayne5@mapy.cz,Panama,Female,Calzada Larga,Edgetag,30398.03,PAB
Dennis,Brooks,dbrooks6@amazonaws.com,Indonesia,Male,Peranap,Demivee,6973.68,IDR
Bonnie,Simmons,bsimmons7@ucoz.com,Indonesia,Female,Atap,Kanoodle,1757.35,IDR
Eric,Mendoza,emendoza8@wix.com,China,Male,Huantuo,Zoomzone,99220.04,CNY
Catherine,Watkins,cwatkins9@washington.edu,Uganda,Female,Amolatar,Lazz,92105.12,UGX
Bobby,Wood,bwooda@printfriendly.com,Indonesia,Male,Persen,Yombu,13401.49,IDR
Teresa,Spencer,tspencerb@yolasite.com,Indonesia,Female,Cikijing,Brainlounge,33692.71,IDR
Randy,Bennett,rbennettc@cbslocal.com,Sweden,Male,Leksand,Twitterlist,54558.46,SEK
Donna,Black,dblackd@mapquest.com,Brazil,Female,Ibitinga,Cogilith,51594.78,BRL
Joe,Gonzalez,jgonzaleze@oakley.com,China,Male,Wanliang,Layo,57340.91,CNY
Kathryn,Hernandez,khernandezf@usgs.gov,France,Female,Le Chambon-Feugerolles,Browsetype,57182.59,EUR
Todd,Henderson,thendersong@oakley.com,Sierra Leone,Male,Waterloo,Aibox,53387.68,SLL
Phillip,Medina,pmedinah@chron.com,Brazil,Male,Buri,Mycat,15582.61,BRL
Lillian,Wood,lwoodi@admin.ch,Austria,Female,Graz,Topicstorm,,EUR
Janet,Gonzalez,jgonzalezj@ed.gov,Indonesia,Female,Sumbersewu,Babbleblab,94829.28,IDR
Lois,Peterson,lpetersonk@addthis.com,Philippines,Female,Maigo,Pixope,79052.53,PHP
Terry,Ellis,tellisl@kickstarter.com,Bolivia,Male,Tarata,Tagfeed,99046.41,BOB
Brenda,Porter,bporterm@canalblog.com,Indonesia,Female,Jambangan,Gabcube,22241.53,IDR
Fred,Gray,fgrayn@ovh.net,Japan,Male,Ōkawara,Yadel,87209.02,JPY
Emily,Allen,ealleno@zimbio.com,Honduras,Female,Teupasenti,Devcast,64094.69,HNL
Ann,Dean,adeanp@nationalgeographic.com,Indonesia,Female,Krajan Dua Padomasan,Skipfire,18934.94,IDR
Shirley,Greene,sgreeneq@springer.com,Yemen,Female,Raşad,Trilith,17045.38,YER
Henry,Myers,hmyersr@vistaprint.com,Brazil,Male,Nerópolis,Rhyzio,62065.49,BRL
Jack,Hudson,jhudsons@ihg.com,Philippines,Male,Abuyog,Pixoboo,9675.85,PHP
Jane,Hernandez,jhernandezt@businessweek.com,Slovenia,Female,Laško,Pixope,50323.73,EUR
