Walter,Cruz,wcruz0@wunderground.com,United States,Male,Saint Petersburg,Yombu,13497.09,USD
Jean,Rivera,jrivera1@edublogs.org,China,Female,Shuiyang,Mynte,29083.30,CNY
Shawn,Perez,sperez2@google.de,Brazil,Male,Bento Gonçalves,Meeveo,40687.77,BRL
Roy,Harrison,rharrison3@plala.or.jp,China,Male,Matang,Riffwire,77986.42,CNY
Bonnie,Smith,bsmith4@so-net.ne.jp,Indonesia,Female,Tobilolong,Thoughtbridge,60197.02,IDR
Theresa,Stevens,tstevens5@comcast.net,Portugal,Female,Gouveia,Tavu,52112.01,EUR
Jason,Wheeler,jwheeler6@yellowpages.com,Peru,Male,Pampa Hermosa,Jabberbean,35.28,PEN
Janet,Scott,jscott7@foxnews.com,China,Female,Rulong,Yamia,53597.07,CNY
Joe,Hansen,jhansen8@parallels.com,Lithuania,Male,Taurage,Eamia,46721.27,LTL
Kevin,Schmidt,kschmidt9@epa.gov,China,Male,Qianfoling,Tazzy,35594.30,CNY
Ronald,Bradley,rbradleya@wired.com,Indonesia,Male,Gisiliba,Blogtag,362.91,IDR
Diana,Carter,dcarterb@dyndns.org,Saudi Arabia,Female,Al Qaţīf,Shufflebeat,6588.08,SAR
John,Pierce,jpiercec@yolasite.com,Thailand,Male,Phu Kradueng,Edgeblab,45249.40,THB
Margaret,Peters,mpetersd@slashdot.org,Indonesia,Female,Tambakbaya,Tekfly,71994.51,IDR
Keith,Morrison,kmorrisone@mysql.com,China,Male,Hongxi,Yamia,13377.41,CNY
Joshua,Peterson,jpetersonf@google.co.jp,Botswana,Male,Selebi-Phikwe,Kamba,58019.22,BWP
Cynthia,Hunter,chunterg@purevolume.com,Portugal,Female,Vila Fria,Dynazzy,,EUR
Joe,Crawford,jcrawfordh@delicious.com,Czech Republic,Male,Jablonec nad Nisou,Skyble,80114.49,CZK
Jane,Snyder,jsnyderi@meetup.com,Palestinian Territory,Female,Bayt ‘Anān,Agimba,34058.92,ILS
Tina,Elliott,telliottj@macromedia.com,Aland Islands,Female,Brändö,Edgewire,57729.44,EUR
Alice,Ortiz,aortizk@spotify.com,Japan,Female,Shibushi,Tambee,86387.00,JPY
Joseph,Simmons,jsimmonsl@jiathis.com,Brazil,Male,São Francisco do Sul,Realbridge,40186.64,BRL
Shawn,Fowler,sfowlerm@jiathis.com,Indonesia,Male,Pangkalan,Edgeify,70994.62,IDR
Jose,Henry,jhenryn@sourceforge.net,Czech Republic,Male,Hodkovičky,Skaboo,30219.80,CZK
Virginia,Carr,vcarro@ameblo.jp,China,Female,Wugong,Thoughtstorm,91293.52,CNY
Elizabeth,Riley,erileyp@wired.com,Indonesia,Female,Delok,Zooxo,561.82,IDR
Stephen,Scott,sscottq@unblog.fr,Bolivia,Male,Santiago del Torno,Voomm,55182.70,BOB
Todd,Green,tgreenr@slashdot.org,South Africa,Male,Vrede,Twiyo,57171.44,ZAR
Betty,Parker,bparkers@fema.gov,Israel,Female,Naḥf,Talane,90397.76,ILS
Mildred,Morgan,mmorgant@seattletimes.com,Colombia,Female,Facatativá,Vipe,31241.88,COP
Bobby,Simmons,bsimmonsu@sfgate.com,China,Male,Zhentou,Feedspan,28581.07,CNY
Gary,Reed,greedv@scientificamerican.com,China,Male,Fenlu,Vitz,6425.75,CNY
Edward,Robinson,erobinsonw@blogspot.com,Czech Republic,Male,Dobratice,Oyondu,31441.19,CZK
Julia,Thomas,jthomasx@amazon.co.uk,Czech Republic,Female,Luže,Agivu,,CZK
Patrick,Parker,pparkery@myspace.com,Indonesia,Male,Marisgama,Cogibox,74545.75,IDR
Matthew,Campbell,mcampbellz@google.ca,China,Male,Huilong,Trudoo,79930.54,CNY
Julia,Murray,jmurray10@163.com,Indonesia,Female,Parapat,Rhyzio,45414.15,IDR
Stephen,Mcdonald,smcdonald11@github.io,Moldova,Male,Bălţi,Gigabox,365.66,MDL
Mildred,Tucker,mtucker12@china.com.cn,Indonesia,Female,Nao,Dabvine,3221.23,IDR
Denise,Frazier,dfrazier13@cnet.com,Brazil,Female,Lago dos Rodrigues,Wikizz,,BRL
Edward,Willis,ewillis14@tamu.edu,Macedonia,Male,Češinovo,Skyvu,18728.35,MKD
Jimmy,Fields,jfields15@shutterfly.com,Russia,Male,Belyye Stolby,Yoveo,70636.32,RUB
Anna,Hughes,ahughes16@usda.gov,China,Female,Huangshapu,Tavu,,CNY
George,Bennett,gbennett17@amazon.de,Liberia,Male,Voinjama,Roombo,38355.54,LRD
Gerald,Thompson,gthompson18@nature.com,Afghanistan,Male,Qarchī Gak,Jaxbean,14939.62,AFN
Walter,Diaz,wdiaz19@state.gov,Ireland,Male,Kiltamagh,Kwimbee,87606.20,EUR
Joyce,Martinez,jmartinez1a@istockphoto.com,Sierra Leone,Female,Port Loko,Quire,7921.99,SLL
Carol,Gardner,cgardner1b@facebook.com,Poland,Female,Święciechowa,Jaxworks,,PLN
Ruby,Graham,rgraham1c@hp.com,Thailand,Female,Non Suwan,Skajo,75089.98,THB
Joyce,Howell,jhowell1d@mapquest.com,Indonesia,Female,Cerenti,Kwideo,,IDR
Phillip,Campbell,pcampbell1e@yahoo.co.jp,Japan,Male,Onoda,Realbridge,89426.46,JPY
Elizabeth,Gray,egray1f@wordpress.org,Portugal,Female,Valongo,Twitterwire,21268.04,EUR
Gary,Perkins,gperkins1g@imdb.com,China,Male,Fuliang,Dynabox,5301.45,CNY
Kathleen,Murray,kmurray1h@nyu.edu,Armenia,Female,Gugark’,Fanoodle,,AMD
Jonathan,Moore,jmoore1i@zimbio.com,Thailand,Male,Koh Tao,Voolia,37979.07,THB
Amy,Stevens,astevens1j@dyndns.org,Russia,Female,Tomsk,BlogXS,35920.24,RUB
Sandra,Rogers,srogers1k@qq.com,United States,Female,Round Rock,Eazzy,45267.09,USD
Jonathan,Jackson,jjackson1l@ameblo.jp,Ukraine,Male,Yurkivka,Babbleblab,,UAH
Frances,Turner,fturner1m@vinaora.com,Poland,Female,Pleszew,Feedspan,51585.40,PLN
Bonnie,Torres,btorres1n@amazon.co.jp,Canada,Female,Marieville,Skajo,,CAD
Timothy,Oliver,toliver1o@elpais.com,Mexico,Male,San Antonio,Zoombeat,58668.95,MXN
Margaret,Jackson,mjackson1p@qq.com,Colombia,Female,El Charco,Abata,26344.94,COP
Benjamin,Garrett,bgarrett1q@bbb.org,China,Male,Fengping,Thoughtmix,62981.50,CNY
Doris,Watkins,dwatkins1r@cisco.com,Nepal,Female,Nawal,Eimbee,93845.89,NPR
Kathy,Perez,kperez1s@omniture.com,Indonesia,Female,Bangkalan,Edgetag,41104.75,IDR
Patricia,Johnston,pjohnston1t@bandcamp.com,Indonesia,Female,Ketawang,Rhybox,90924.61,IDR
Kevin,Parker,kparker1u@businessweek.com,Ecuador,Male,La Maná,Trilia,54675.52,USD
Joyce,Mills,jmills1v@oracle.com,China,Female,Junkou,Zoonder,89095.87,CNY
Margaret,Gomez,mgomez1w@va.gov,China,Female,Nankou,Brightbean,,CNY
Larry,Washington,lwashington1x@rambler.ru,Indonesia,Male,Cikeusal,Mynte,52382.58,IDR
Adam,Castillo,acastillo1y@cmu.edu,Indonesia,Male,Cikadongdong,Buzzdog,,IDR
