Nicholas,Cooper,ncooper0@plala.or.jp,Canada,Male,Beausejour,Buzzshare,50673.38,CAD
Susan,Chapman,schapman1@feedburner.com,Russia,Female,Ozërsk,Eamia,33206.78,RUB
Benjamin,Patterson,bpatterson2@discuz.net,Philippines,Male,Rizal,Twitterbridge,12896.24,PHP
Joe,Gordon,jgordon3@meetup.com,Thailand,Male,Phon Charoen,Layo,30090.09,THB
Teresa,Ramos,tramos4@nature.com,China,Female,Haoyi,Feedfire,64312.90,CNY
Kathleen,Duncan,kduncan5@i2i.jp,Russia,Female,Baryshevo,Viva,51088.01,RUB
Chris,Lynch,clynch6@microsoft.com,Russia,Male,Pankovka,Demivee,27758.40,RUB
Howard,Price,hprice7@statcounter.com,Ecuador,Male,Eloy Alfaro,Livetube,33780.29,USD
Elizabeth,Dixon,edixon8@ucoz.com,China,Female,Sankeyushu,Topicblab,91789.69,CNY
Phillip,Jordan,pjordan9@baidu.com,Mongolia,Male,Balgatay,Zava,37080.26,MNT
Martha,Rice,mricea@slate.com,Russia,Female,Mamonovo,Brightbean,76140.27,RUB
Dennis,Alvarez,dalvarezb@tinypic.com,Nigeria,Male,Kamba,Lazz,75677.97,NGN
Karen,Mccoy,kmccoyc@istockphoto.com,China,Female,Tangzhuang,Geba,99507.92,CNY
Joan,Bailey,jbaileyd@feedburner.com,Thailand,Female,Mukdahan,Twitterbridge,65910.12,THB
Benjamin,Fuller,bfullere@google.de,France,Male,Rouen,Skidoo,28829.95,EUR
Julia,Gonzales,jgonzalesf@devhub.com,Portugal,Female,Gaula,Digitube,3890.93,EUR
Sarah,Perkins,sperkinsg@blog.com,Sweden,Female,Nässjö,Kwimbee,80154.90,SEK
Kathryn,Little,klittleh@de.vu,Indonesia,Female,Pende,Oba,95716.40,IDR
John,Crawford,jcrawfordi@wisc.edu,China,Male,Zhouzhuang,Flashdog,22177.04,CNY
Joyce,George,jgeorgej@sogou.com,Ivory Coast,Female,Adiaké,Thoughtstorm,39986.33,XOF
Ernest,Mitchell,emitchellk@smugmug.com,Sweden,Male,Höganäs,Wordify,27259.91,SEK
Richard,Allen,rallenl@hugedomains.com,China,Male,Cairima,Skyvu,,CNY
Wayne,Bailey,wbaileym@weather.com,Mozambique,Male,Quelimane,Edgepulse,60484.47,MZN
Annie,Watkins,awatkinsn@reuters.com,China,Female,Hongmei,Gevee,52640.88,CNY
Adam,Henry,ahenryo@goodreads.com,Indonesia,Male,Baran,Wordware,1968.71,IDR
Willie,Hughes,whughesp@nature.com,China,Male,Takeshiken,Eayo,31044.50,CNY
Jose,Garrett,jgarrettq@usda.gov,France,Male,Châteaurenard,Eabox,66569.54,EUR
Marilyn,Nelson,mnelsonr@yandex.ru,Indonesia,Female,Klayusiwalan,Oodoo,77499.90,IDR
Larry,Hunt,lhunts@odnoklassniki.ru,Indonesia,Male,Kendaruan,Yodoo,92913.83,IDR
Theresa,Morales,tmoralest@columbia.edu,Poland,Female,Dobrzyca,Blogspan,85158.60,PLN
Jerry,Cunningham,jcunninghamu@sourceforge.net,United States,Male,London,Thoughtbridge,87000.28,USD
Julia,Martin,jmartinv@weebly.com,China,Female,Chisong,Youbridge,24597.86,CNY
Eugene,Burke,eburkew@slideshare.net,France,Male,Saint-Priest,Miboo,,EUR
Linda,Turner,lturnerx@wunderground.com,Indonesia,Female,Tepal,Ntags,53128.81,IDR
Tina,Hall,thally@etsy.com,Philippines,Female,Mayapusi,Quinu,,PHP
Sean,Ellis,sellisz@mysql.com,Sweden,Male,Uppsala,Voonyx,39594.39,SEK
Johnny,Hayes,jhayes10@nhs.uk,Kazakhstan,Male,Akkol’,Yakitri,,KZT
Nicole,Hughes,nhughes11@admin.ch,Ireland,Female,Skibbereen,Youspan,98444.85,EUR
Heather,Sullivan,hsullivan12@pcworld.com,China,Female,Shilu,Eadel,45707.07,CNY
George,Matthews,gmatthews13@booking.com,Tunisia,Male,Tāklisah,Oyoba,83272.42,TND
Nicole,Andrews,nandrews14@patch.com,Greece,Female,Palaífyto,Latz,65279.80,EUR
Rebecca,Webb,rwebb15@livejournal.com,Philippines,Female,Manquiring,Fadeo,,PHP
Carolyn,Price,cprice16@istockphoto.com,Brazil,Female,Penedo,Quamba,70785.05,BRL
Judith,Turner,jturner17@npr.org,Nigeria,Female,Dapchi,Flipbug,15223.67,NGN
Cheryl,Hernandez,chernandez18@1688.com,Indonesia,Female,Pundong,Voolia,87247.87,IDR
Catherine,Reid,creid19@constantcontact.com,Russia,Female,Belogorsk,Quatz,93898.69,RUB
Judith,Taylor,jtaylor1a@t.co,China,Female,Xijiang,Meeveo,82852.12,CNY
Tammy,Welch,twelch1b@bluehost.com,Peru,Female,Pancan,Zoozzy,1361.53,PEN
Marilyn,Duncan,mduncan1c@phpbb.com,Nepal,Female,Janakpur,Rhynoodle,46117.12,NPR
Rachel,Richards,rrichards1d@google.cn,Russia,Female,Overyata,Zoomdog,40122.62,RUB
Evelyn,Nguyen,enguyen1e@baidu.com,Argentina,Female,San Antonio de los Cobres,Riffwire,67400.15,ARS
Bruce,Williams,bwilliams1f@globo.com,Papua New Guinea,Male,Lorengau,Oyoyo,,PGK
Gregory,Williams,gwilliams1g@addtoany.com,Palestinian Territory,Male,Dayr Dibwān,Riffpath,46635.36,ILS
Julia,West,jwest1h@ocn.ne.jp,Greece,Female,Saronída,Chatterbridge,,EUR
Raymond,Jackson,rjackson1i@diigo.com,Morocco,Male,Boujniba,Rhycero,97546.88,MAD
Phyllis,Garcia,pgarcia1j@meetup.com,China,Female,Donghoufang,Meejo,9486.51,CNY
Adam,Garcia,agarcia1k@tripadvisor.com,Poland,Male,Główczyce,Fivespan,27554.68,PLN
Russell,Reynolds,rreynolds1l@yandex.ru,Thailand,Male,Kanchanaburi,Minyx,45348.67,THB
Mildred,Andrews,mandrews1m@jimdo.com,Portugal,Female,Soure,Mydo,31305.50,EUR
Janet,Watson,jwatson1n@gravatar.com,Pakistan,Female,Risālpur,Zoombox,5240.16,PKR
Lillian,Butler,lbutler1o@indiegogo.com,China,Female,Wangtuan,Oyoloo,60631.33,CNY
Jeffrey,Kim,jkim1p@github.com,Bolivia,Male,Trinidad,Camido,35835.26,BOB
Howard,Banks,hbanks1q@theatlantic.com,Russia,Male,Muromtsevo,Jabbersphere,19108.27,RUB
Walter,Morrison,wmorrison1r@sun.com,China,Male,Yanzhou,Vidoo,36718.13,CNY
Jerry,Vasquez,jvasquez1s@dot.gov,China,Male,Yizhang Chengguanzhen,Jabberstorm,98263.36,CNY
