Benjamin,Coleman,bcoleman0@nydailynews.com,South Africa,Male,Potchefstroom,Teklist,10292.54,ZAR
Harold,Harper,hharper1@themeforest.net,France,Male,Rennes,Zazio,30559.96,EUR
Ronald,Hernandez,rhernandez2@unicef.org,Nigeria,Male,Eha Amufu,Topicblab,,NGN
Amy,Brown,abrown3@upenn.edu,Bulgaria,Female,Gotse Delchev,Babbleset,80269.50,BGN
Pamela,Willis,pwillis4@blogger.com,Czech Republic,Female,Broumov,Meembee,7827.91,CZK
Kelly,Montgomery,kmontgomery5@wikispaces.com,Mexico,Female,La Purisima,Tanoodle,40455.23,MXN
Denise,Thompson,dthompson6@hhs.gov,France,Female,Paris 01,Zooveo,25979.78,EUR
Julie,Bowman,jbowman7@ihg.com,Brazil,Female,Mendes,Meetz,96720.73,BRL
Melissa,Kelly,mkelly8@berkeley.edu,Japan,Female,Ami,Gigazoom,97886.91,JPY
Jacqueline,Morrison,jmorrison9@macromedia.com,Poland,Female,Szelków,Abatz,47237.93,PLN
Catherine,Perry,cperrya@apache.org,China,Female,Wuquan,Gabtype,35401.12,CNY
Sean,Warren,swarrenb@paypal.com,China,Male,Shizi,Tanoodle,30674.56,CNY
Mark,Morales,mmoralesc@cafepress.com,Sweden,Male,Solna,Photojam,54702.95,SEK
Carl,Banks,cbanksd@webmd.com,China,Male,Xinmin,Jabbertype,2712.17,CNY
Virginia,Armstrong,varmstronge@desdev.cn,Cuba,Female,Santa Cruz del Sur,Vidoo,4763.72,CUP
Willie,Lawrence,wlawrencef@arstechnica.com,China,Male,Nanyuan,Voonte,38772.92,CNY
Raymond,Hamilton,rhamiltong@github.io,China,Male,Huaxijie,Yakidoo,54520.40,CNY
Ryan,Miller,rmillerh@nps.gov,Brazil,Male,Itapuranga,Jaxnation,7124.52,BRL
Louis,Tucker,ltuckeri@alexa.com,Sweden,Male,Motala,Centidel,68977.76,SEK
Steve,Ortiz,sortizj@typepad.com,China,Male,Weicheng,Edgepulse,4871.27,CNY
Louise,Fuller,lfullerk@ameblo.jp,Indonesia,Female,Lebak,Wikizz,11670.34,IDR
Beverly,Ellis,bellisl@earthlink.net,China,Female,Fengcun,Babbleblab,,CNY
Janice,Gonzales,jgonzalesm@cam.ac.uk,Russia,Female,Syrskoye,Eidel,44576.47,RUB
Robin,Wood,rwoodn@t-online.de,Paraguay,Female,Horqueta,Wikizz,14977.82,PYG
Joan,Brown,jbrowno@usatoday.com,Czech Republic,Female,Bystré,Browseblab,2513.67,CZK
Paul,Alvarez,palvarezp@salon.com,Portugal,Male,Tomar,Yata,78318.13,EUR
Anthony,Johnston,ajohnstonq@etsy.com,Indonesia,Male,Krebet,Realcube,25422.46,IDR
Lois,Murray,lmurrayr@economist.com,Afghanistan,Female,Kushk,Photobug,20138.33,AFN
Stephanie,Carr,scarrs@cdc.gov,Bosnia and Herzegovina,Female,Ostrožac,Katz,22314.57,BAM
Anthony,Alexander,aalexandert@cmu.edu,Zambia,Male,Nchelenge,Skivee,,ZMW
Jennifer,Peters,jpetersu@desdev.cn,China,Female,Doushan,Gabtune,15240.94,CNY
Virginia,Gutierrez,vgutierrezv@flickr.com,Tajikistan,Female,Dŭstí,Thoughtsphere,25461.37,TJS
Earl,Brown,ebrownw@sbwire.com,Bolivia,Male,Camatindi,Vitz,,BOB
Patrick,Matthews,pmatthewsx@ted.com,Poland,Male,Sawin,Wikizz,50057.19,PLN
Emily,Snyder,esnydery@wsj.com,China,Female,Yuezhao,Devpulse,,CNY
Robin,Nichols,rnicholsz@reddit.com,China,Female,Qinghe,Bluejam,18131.64,CNY
William,Lawson,wlawson10@theguardian.com,Russia,Male,Kalininskiy,Zoomdog,66328.80,RUB
Michelle,Ramos,mramos11@csmonitor.com,Portugal,Female,Espinho,Centimia,17258.27,EUR
