Jean,Lawrence,jlawrence0@disqus.com,Philippines,Female,Lalauigan,Quire,68331.72,PHP
Melissa,Fowler,mfowler1@miibeian.gov.cn,China,Female,Jianyi,Brightdog,60576.75,CNY
Gloria,Pierce,gpierce2@dion.ne.jp,Finland,Female,Luhanka,Skipstorm,78094.29,EUR
Eric,Cooper,ecooper3@opensource.org,Russia,Male,Orsha,Flashset,37131.82,RUB
Denise,Hamilton,dhamilton4@unicef.org,France,Female,Le Mans,Jayo,64712.37,EUR
Juan,Clark,jclark5@vkontakte.ru,Croatia,Male,Belišće,Voolia,29917.48,HRK
Jason,Ramos,jramos6@ucla.edu,Russia,Male,Zharkovskiy,Topiclounge,40089.01,RUB
Joyce,Jacobs,jjacobs7@blogs.com,China,Female,Xiniqi,Skipfire,12832.24,CNY
Wanda,Hanson,whanson8@nytimes.com,Armenia,Female,Dzorastan,Geba,79360.47,AMD
Jesse,Kelley,jkelley9@wix.com,China,Male,Biqiao,Linkbridge,22530.89,CNY
Gerald,Smith,gsmitha@nytimes.com,China,Male,Qiganjidie,Photobean,51168.15,CNY
Lois,Lynch,llynchb@vistaprint.com,Germany,Female,Rostock,Quimm,65325.73,EUR
Benjamin,Russell,brussellc@github.com,Portugal,Male,Santo Amaro,Zooveo,12265.45,EUR
Tammy,Howell,thowelld@si.edu,Kuwait,Female,As Sālimīyah,Skalith,85148.99,KWD
Martin,Burton,mburtone@mac.com,China,Male,Wanling,Buzzshare,83711.83,CNY
Fred,Morris,fmorrisf@cnn.com,Indonesia,Male,Gaplokan,Voonte,49424.17,IDR
Carol,Olson,colsong@naver.com,China,Female,Wushan,Browsedrive,5080.11,CNY
Roger,Dean,rdeanh@bloglovin.com,Brazil,Male,São Fidélis,Nlounge,40171.82,BRL
Roy,Rogers,rrogersi@dion.ne.jp,Syria,Male,Tālīn,Devify,90082.43,SYP
Frances,Lawson,flawsonj@blinklist.com,Peru,Female,Andahuaylas,Yombu,96070.91,PEN
Thomas,Anderson,tandersonk@seattletimes.com,China,Male,Xiaolong,Quinu,98822.99,CNY
Christina,Carpenter,ccarpenterl@blogger.com,Colombia,Female,Firavitoba,Skyvu,98971.97,COP
Rose,Mitchell,rmitchellm@illinois.edu,China,Female,Zhenzhushan,Tagchat,4373.85,CNY
Jean,Hall,jhalln@about.me,Indonesia,Female,Parang,Rhynoodle,,IDR
Nicole,Ford,nfordo@sfgate.com,Poland,Female,Huta Stara B,Fivechat,34080.83,PLN
Anna,Elliott,aelliottp@bigcartel.com,China,Female,Dongda,Topicblab,37359.76,CNY
Larry,Hernandez,lhernandezq@ow.ly,China,Male,Zili,Dabjam,63283.03,CNY
Juan,Freeman,jfreemanr@rambler.ru,Serbia,Male,Ljig,Buzzster,94705.62,RSD
Kimberly,Alexander,kalexanders@google.pl,Madagascar,Female,Ihosy,Wordware,31066.47,MGA
