Kevin,Lane,klane0@google.pl,Argentina,Male,San Martín de los Andes,Oyoba,49518.09,ARS
Barbara,Harvey,bharvey1@ed.gov,Portugal,Female,Corujeira,Wordpedia,35942.97,EUR
Earl,Alvarez,ealvarez2@berkeley.edu,France,Male,Nantes,Dazzlesphere,45296.89,EUR
Randy,Sanders,rsanders3@ustream.tv,Indonesia,Male,Cerenti,Skippad,73022.42,IDR
Joseph,Rogers,jrogers4@forbes.com,Brazil,Male,Alagoinhas,Brainlounge,54572.77,BRL
Scott,Kelly,skelly5@google.ca,Poland,Male,Kłomnice,Thoughtstorm,58223.92,PLN
Marie,Johnson,mjohnson6@webeden.co.uk,Ukraine,Female,Kuchurhan,Skippad,31052.58,UAH
Dorothy,Bowman,dbowman7@hugedomains.com,Portugal,Female,Cential,Devbug,716.26,EUR
Phillip,Garcia,pgarcia8@ucla.edu,China,Male,Yingkeng,Talane,17613.62,CNY
Antonio,Spencer,aspencer9@zdnet.com,Canada,Male,Banff,Chatterbridge,30441.86,CAD
Nancy,Myers,nmyersa@parallels.com,Czech Republic,Female,Rájec-Jestřebí,Yodoo,,CZK
Eric,Morales,emoralesb@fastcompany.com,Poland,Male,Łopuszno,Tambee,49122.42,PLN
Kimberly,Williamson,kwilliamsonc@berkeley.edu,Indonesia,Female,Banjar Bali,Mynte,51239.84,IDR
Irene,Campbell,icampbelld@salon.com,Indonesia,Female,Juhut,Skiptube,16882.15,IDR
Frances,Murray,fmurraye@state.tx.us,Portugal,Female,Reguenga,Thoughtsphere,36604.58,EUR
Andrea,Henry,ahenryf@admin.ch,Czech Republic,Female,Úštěk,Shufflebeat,,CZK
Carl,Wood,cwoodg@army.mil,Indonesia,Male,Halteu,Jaloo,23786.54,IDR
Maria,Hunt,mhunth@sakura.ne.jp,Honduras,Female,La Guama,Skinix,,HNL
Eugene,Carroll,ecarrolli@tuttocitta.it,Indonesia,Male,Sindangkopo,Mudo,76892.57,IDR
Jesse,Bradley,jbradleyj@godaddy.com,Philippines,Male,Dumaguil,Browsedrive,7305.06,PHP
Joseph,Collins,jcollinsk@reuters.com,China,Male,Zizhao,Cogibox,56665.33,CNY
Bonnie,Johnston,bjohnstonl@house.gov,Myanmar,Female,Taunggyi,Flashdog,91649.18,MMK
Lori,Hanson,lhansonm@oracle.com,France,Female,Aix-en-Provence,Mybuzz,50104.84,EUR
Virginia,Cruz,vcruzn@wired.com,Philippines,Female,Busdi,Gigazoom,13767.68,PHP
Kathleen,Chapman,kchapmano@free.fr,Germany,Female,Stuttgart Stuttgart-Mitte,Riffpedia,66160.42,EUR
Stephen,Diaz,sdiazp@newsvine.com,Philippines,Male,Cabodiongan,Feedfish,64803.10,PHP
Rachel,Martin,rmartinq@narod.ru,Norway,Female,Oslo,Mydeo,33853.59,NOK
Kathy,Fowler,kfowlerr@nhs.uk,Portugal,Female,Navais,LiveZ,66107.18,EUR
Todd,Owens,towenss@hhs.gov,Poland,Male,Wisznice,Skippad,62303.35,PLN
Craig,Ross,crosst@mozilla.org,Indonesia,Male,Kutamandarakan,Linkbridge,57058.26,IDR
Douglas,Carpenter,dcarpenteru@fema.gov,Sweden,Male,Vällingby,Geba,38419.91,SEK
Aaron,Stephens,astephensv@phoca.cz,Morocco,Male,Zagora,Eire,86989.69,MAD
Laura,Watson,lwatsonw@google.nl,Portugal,Female,São Paio de Seide,Devify,98916.56,EUR
Mildred,Gilbert,mgilbertx@sogou.com,Philippines,Female,Gabao,Rhyzio,16698.13,PHP
Kevin,George,kgeorgey@networksolutions.com,Poland,Male,Rokitno,InnoZ,39657.91,PLN
Henry,Porter,hporterz@istockphoto.com,China,Male,Huilong,Zoomdog,90881.23,CNY
Henry,Mendoza,hmendoza10@yellowpages.com,China,Male,Ya’ergenchu,Oloo,61141.91,CNY
Bobby,Chavez,bchavez11@artisteer.com,Nigeria,Male,Benisheikh,Twitterlist,,NGN
Mark,Morgan,mmorgan12@people.com.cn,Russia,Male,Priiskovyy,Gigaclub,,RUB
Andrew,Lawson,alawson13@dagondesign.com,Thailand,Male,Wiset Chaichan,Lazz,46610.87,THB
Jeremy,Ellis,jellis14@cbc.ca,Iran,Male,Akbarābād,Fliptune,45052.77,IRR
Gregory,Hansen,ghansen15@smugmug.com,China,Male,Dongjiahe,Pixope,73309.21,CNY
Cynthia,Bowman,cbowman16@yahoo.co.jp,Indonesia,Female,Sukamaju,Babbleblab,20954.38,IDR
Christina,Murray,cmurray17@de.vu,Mongolia,Female,Choibalsan,Skinte,63017.36,MNT
Jeffrey,Scott,jscott18@cam.ac.uk,Mexico,Male,Solidaridad,Jetpulse,1727.18,MXN
Joshua,Wood,jwood19@ycombinator.com,Slovenia,Male,Jurovski Dol,Yozio,71872.38,EUR
Peter,Griffin,pgriffin1a@blogtalkradio.com,Japan,Male,Gōtsuchō,Skiba,,JPY
Stephanie,Rivera,srivera1b@alexa.com,Botswana,Female,Mahalapye,Twimbo,87755.82,BWP
