Anna,Palmer,apalmer0@wikia.com,Indonesia,Female,Picungbera,Quimba,51664.72,IDR
Maria,Gonzales,mgonzales1@bbb.org,France,Female,Nîmes,Jaxnation,1779.74,EUR
Teresa,West,twest2@themeforest.net,China,Female,Dalianhe,Devshare,,CNY
Kathryn,Sanders,ksanders3@auda.org.au,Portugal,Female,Ortiga,Jatri,,EUR
Jason,Arnold,jarnold4@cisco.com,Central African Republic,Male,Mbaïki,Jayo,30502.62,XAF
Craig,Perry,cperry5@weebly.com,Peru,Male,Quinuabamba,Devbug,59490.29,PEN
Phyllis,Burns,pburns6@simplemachines.org,Indonesia,Female,Tegalgunung,Ooba,72426.90,IDR
Amanda,Gardner,agardner7@friendfeed.com,Sweden,Female,Göteborg,Einti,19040.29,SEK
Amy,Perkins,aperkins8@baidu.com,Kosovo,Female,Zubin Potok,Trupe,42019.52,EUR
Jesse,Johnson,jjohnson9@scribd.com,China,Male,Juexi,Edgewire,45073.58,CNY
Lori,Howell,lhowella@loc.gov,Colombia,Female,Barranquilla,Pixope,20567.29,COP
Stephen,Murray,smurrayb@about.me,Indonesia,Male,Pulaupinang,Topicstorm,89070.54,IDR
William,Powell,wpowellc@forbes.com,Brazil,Male,Maracaju,Wikido,16127.15,BRL
Michelle,Wagner,mwagnerd@zimbio.com,China,Female,Xiuying,Tambee,35862.33,CNY
Margaret,Hicks,mhickse@msn.com,Netherlands,Female,'s-Hertogenbosch,Browseblab,98253.57,EUR
Ruby,Montgomery,rmontgomeryf@nhs.uk,Brazil,Female,Itapeva,Fivechat,5794.46,BRL
Lawrence,Hamilton,lhamiltong@ask.com,Indonesia,Male,Losari,Topicblab,46717.09,IDR
Joan,Sullivan,jsullivanh@time.com,Guatemala,Female,Zunilito,Brainverse,22995.96,GTQ
Frances,Fields,ffieldsi@smugmug.com,Indonesia,Female,Tanjungpati,Voonte,42700.60,IDR
Virginia,Bryant,vbryantj@mozilla.org,China,Female,Daqiao,Dablist,30345.09,CNY
Carolyn,Coleman,ccolemank@infoseek.co.jp,Ukraine,Female,Nyzhni Sirohozy,Thoughtbeat,80282.59,UAH
Louise,Rice,lricel@yale.edu,Russia,Female,Ochër,Yotz,58473.36,RUB
Andrea,Gray,agraym@unblog.fr,China,Female,Yingwusitang,Zoomdog,24087.04,CNY
Nicole,Franklin,nfranklinn@cafepress.com,France,Female,Sartrouville,Rhyloo,,EUR
Harry,Rose,hroseo@si.edu,Philippines,Male,Aras-asan,Aivee,36740.38,PHP
Janet,Bryant,jbryantp@wikipedia.org,China,Female,Baojia,Fadeo,26394.97,CNY
Martha,Barnes,mbarnesq@webnode.com,Philippines,Female,San Vicente,Buzzbean,46722.40,PHP
Carlos,Morales,cmoralesr@princeton.edu,Indonesia,Male,Maurisu,Thoughtsphere,10729.07,IDR
Julia,Hicks,jhickss@theguardian.com,China,Female,Shijing,Wikibox,85627.92,CNY
Daniel,Boyd,dboydt@list-manage.com,Serbia,Male,Pančevo,Meetz,62559.69,RSD
Kathryn,Chapman,kchapmanu@vimeo.com,Argentina,Female,Rafaela,Izio,27539.19,ARS
Deborah,Carroll,dcarrollv@webnode.com,Indonesia,Female,Kampungraja,Jaxnation,53562.43,IDR
Lisa,Sims,lsimsw@marketwatch.com,Austria,Female,Zwettl,Centimia,63785.71,EUR
Jessica,Ellis,jellisx@baidu.com,China,Female,Majia,Lajo,27823.19,CNY
James,Reynolds,jreynoldsy@aboutads.info,Indonesia,Male,Gombong,Reallinks,72843.04,IDR
Steven,Fowler,sfowlerz@accuweather.com,China,Male,Wanshan,Yakitri,36465.83,CNY
Stephanie,Thomas,sthomas10@phoca.cz,China,Female,Xishan,Agimba,25104.14,CNY
Craig,Wagner,cwagner11@time.com,Indonesia,Male,Waimangura,Trilith,16521.82,IDR
Stephen,Hawkins,shawkins12@accuweather.com,Sweden,Male,Strängnäs,Gabtune,61617.50,SEK
Christine,Carr,ccarr13@archive.org,China,Female,Dingshu,Eadel,75301.24,CNY
Laura,Ramirez,lramirez14@barnesandnoble.com,Russia,Female,Kukoboy,Aibox,79798.99,RUB
Richard,Knight,rknight15@diigo.com,Indonesia,Male,Riangblolong,Edgepulse,662.59,IDR
Joe,Andrews,jandrews16@hhs.gov,Afghanistan,Male,Mardīān,Jaloo,,AFN
Barbara,Miller,bmiller17@cam.ac.uk,China,Female,Yijing,Twitterbridge,5114.37,CNY
Ernest,Wilson,ewilson18@blinklist.com,Thailand,Male,Bang Na,Babbleopia,52329.13,THB
Jose,Robinson,jrobinson19@who.int,China,Male,Simapu,Twinte,13173.60,CNY
Evelyn,Andrews,eandrews1a@admin.ch,Croatia,Female,Kruševica,Voonte,93074.02,HRK
Katherine,Phillips,kphillips1b@army.mil,Czech Republic,Female,Terezín,Browsetype,25847.71,CZK
David,Perkins,dperkins1c@blogger.com,Ukraine,Male,Dokuchayevs’k,Tazz,33362.43,UAH
Jacqueline,Cole,jcole1d@ask.com,Indonesia,Female,Lokolande,Zoomdog,50397.13,IDR
Julia,Boyd,jboyd1e@wisc.edu,Ukraine,Female,Lityn,Yata,42126.17,UAH
Jason,Kelly,jkelly1f@rakuten.co.jp,Afghanistan,Male,Chowṉêy,Meedoo,80985.43,AFN
Phillip,Walker,pwalker1g@howstuffworks.com,Indonesia,Male,Oeba,Riffpedia,12586.12,IDR
Joe,Cole,jcole1h@blinklist.com,Macedonia,Male,Чучер - Сандево,Mymm,86501.19,MKD
Diana,Murphy,dmurphy1i@bloglines.com,China,Female,Songjiang,Innotype,75677.15,CNY
William,Rose,wrose1j@irs.gov,Philippines,Male,Marantao,Youspan,67226.70,PHP
Joe,Hayes,jhayes1k@mapy.cz,Argentina,Male,San Jorge,Eayo,10598.55,ARS
Martin,Shaw,mshaw1l@altervista.org,Indonesia,Male,Cibeunying,Browseblab,20876.01,IDR
Donald,Vasquez,dvasquez1m@reddit.com,Indonesia,Male,Salegading,Topdrive,32386.35,IDR
Brandon,Morris,bmorris1n@desdev.cn,China,Male,Taiyu,Yabox,95687.48,CNY
Douglas,Hicks,dhicks1o@plala.or.jp,Russia,Male,Mundybash,Dablist,41340.44,RUB
Pamela,Burke,pburke1p@xing.com,Indonesia,Female,Sungai Raya,Viva,31711.00,IDR
Brandon,Gonzalez,bgonzalez1q@myspace.com,Bulgaria,Male,Kilifarevo,Skivee,17295.93,BGN
Victor,Russell,vrussell1r@wiley.com,China,Male,Jiazi,Kimia,42441.58,CNY
Harry,Fisher,hfisher1s@live.com,Philippines,Male,Salvacion,Gevee,73927.48,PHP
Willie,Ellis,wellis1t@ucoz.ru,Brazil,Male,Mogi Guaçu,Jabbersphere,95149.10,BRL
Deborah,Fuller,dfuller1u@fotki.com,Colombia,Female,El Espino,Meevee,77684.44,COP
Rachel,James,rjames1v@nih.gov,Indonesia,Female,Batambak,Trudeo,,IDR
Angela,Lawrence,alawrence1w@github.com,Russia,Female,Ostankinskiy,Wikizz,82096.59,RUB
Terry,Murray,tmurray1x@engadget.com,Libya,Male,Yafran,Vinte,10136.39,LYD
Richard,Payne,rpayne1y@i2i.jp,China,Male,Lanxi,Blogtags,93534.57,CNY
