Diana,Howard,dhoward0@goo.gl,China,Female,Songjiang,Dabjam,,CNY
Kathryn,Harris,kharris1@wikimedia.org,Ukraine,Female,Kulykiv,Kwideo,26244.26,UAH
Rose,Washington,rwashington2@pen.io,Argentina,Female,Capayán,Browsetype,70232.78,ARS
Justin,Torres,jtorres3@furl.net,Russia,Male,Yegorlykskaya,Lazz,5237.45,RUB
Deborah,Bennett,dbennett4@cocolog-nifty.com,Kenya,Female,Siaya,Fadeo,13595.50,KES
Kevin,Mason,kmason5@google.co.jp,Brazil,Male,São Miguel do Araguaia,Katz,,BRL
Fred,Mitchell,fmitchell6@whitehouse.gov,China,Male,Baofeng,Aivee,29371.63,CNY
Daniel,Fowler,dfowler7@w3.org,China,Male,Xingou,Talane,,CNY
Jeremy,Gibson,jgibson8@va.gov,Brazil,Male,Diadema,BlogXS,15994.40,BRL
Jane,Rice,jrice9@sphinn.com,Albania,Female,Ujmisht,Thoughtworks,67856.38,ALL
Rachel,Flores,rfloresa@multiply.com,Vietnam,Female,Cô Tô,Rhybox,2208.30,VND
Theresa,Wallace,twallaceb@ow.ly,"Bonaire, Saint Eustatius and Saba ",Female,Upper Hell's Gate,Zoozzy,91793.76,USD
Joe,Martin,jmartinc@vinaora.com,Mali,Male,Ansongo,Meedoo,48559.60,XOF
Larry,Dixon,ldixond@usa.gov,Japan,Male,Tamana,Yambee,76593.97,JPY
Andrew,Ruiz,aruize@google.com,Indonesia,Male,Paciran,Gabspot,14552.93,IDR
Stephen,Sims,ssimsf@goo.ne.jp,China,Male,Malianchuan,Abata,8468.72,CNY
Marie,Tucker,mtuckerg@sourceforge.net,China,Female,Tianbao,Meeveo,76777.94,CNY
Johnny,Cox,jcoxh@w3.org,Israel,Male,Kafir Yasif,Gabvine,41810.28,ILS
Kathryn,Little,klittlei@networkadvertising.org,Morocco,Female,Nouaseur,Blogspan,,MAD
Craig,Sims,csimsj@google.pl,Sweden,Male,Tingsryd,Youspan,59582.68,SEK
Mark,Adams,madamsk@example.com,Portugal,Male,Venda Nova,Quaxo,22934.15,EUR
Cheryl,Ferguson,cfergusonl@fc2.com,Indonesia,Female,Kalapadua,Brightdog,85733.99,IDR
Bruce,Stewart,bstewartm@xrea.com,Namibia,Male,Bagani,Wikizz,87413.22,NAD
Ann,Olson,aolsonn@tinypic.com,Colombia,Female,Puerto Asís,Geba,87887.29,COP
Jack,Weaver,jweavero@lulu.com,Poland,Male,Bobowo,Photojam,1990.08,PLN
Melissa,Henry,mhenryp@twitter.com,Brazil,Female,Miguel Calmon,Buzzster,15511.75,BRL
Shirley,Davis,sdavisq@techcrunch.com,China,Female,Zongga,Tagcat,97044.58,CNY
Jimmy,Perry,jperryr@ted.com,Philippines,Male,Tagakpan,Cogibox,34339.67,PHP
Theresa,Jenkins,tjenkinss@berkeley.edu,Myanmar,Female,Kyaiklat,Yoveo,13541.07,MMK
Ronald,Bradley,rbradleyt@webmd.com,Indonesia,Male,Golomunta,Trunyx,32154.77,IDR
Raymond,Fuller,rfulleru@t.co,Portugal,Male,Aldeia da Bela Vista,Jaxbean,88329.84,EUR
