Stephen,Mitchell,smitchell0@mozilla.org,China,Male,Huashixia,Devshare,52738.81,CNY
Anthony,Price,aprice1@skyrock.com,Russia,Male,Glinka,Gigazoom,90099.63,RUB
Benjamin,Montgomery,bmontgomery2@uol.com.br,China,Male,Dandu,Twitterlist,43305.26,CNY
Dorothy,Fowler,dfowler3@de.vu,Indonesia,Female,Rungkang,Camido,84948.63,IDR
Jennifer,Wilson,jwilson4@blogtalkradio.com,China,Female,Shiqiao,Jaxbean,19640.87,CNY
Joseph,Carter,jcarter5@cpanel.net,Indonesia,Male,Uiasa,Zoomcast,69347.92,IDR
Russell,Collins,rcollins6@si.edu,Brazil,Male,Recife,Oozz,25966.86,BRL
Kathryn,Gardner,kgardner7@archive.org,Indonesia,Female,Badean,Buzzbean,12541.75,IDR
Howard,Simmons,hsimmons8@slashdot.org,Slovenia,Male,Sv. Anton,Cogibox,5093.62,EUR
Billy,Sims,bsims9@discuz.net,France,Male,Paris 15,Topiclounge,66256.09,EUR
Ryan,Moore,rmoorea@cornell.edu,Argentina,Male,Capitán Sarmiento,Topicstorm,22913.07,ARS
Sara,Gutierrez,sgutierrezb@imageshack.us,Democratic Republic of the Congo,Female,Bosobolo,Zoonoodle,80562.51,CDF
Fred,Bell,fbellc@slate.com,Cyprus,Male,Peristerona,Edgeclub,27022.37,EUR
Shirley,Rivera,sriverad@usa.gov,Saudi Arabia,Female,Tabālah,Ainyx,69182.56,SAR
Laura,West,lweste@icio.us,Suriname,Female,Lelydorp,Camimbo,43495.56,SRD
Jack,Perkins,jperkinsf@devhub.com,Panama,Male,Chitré,Twiyo,58648.55,PAB
Brandon,Scott,bscottg@youtu.be,Egypt,Male,Ţāmiyah,Wordify,3216.17,EGP
Andrea,Montgomery,amontgomeryh@canalblog.com,China,Female,Chengjiao,Avavee,5841.64,CNY
Frank,Hudson,fhudsoni@tmall.com,China,Male,Shiyan,Kwideo,10581.94,CNY
Clarence,Torres,ctorresj@patch.com,China,Male,Fucun,Meezzy,,CNY
Benjamin,Spencer,bspencerk@pcworld.com,Portugal,Male,Estrada,BlogXS,,EUR
Carl,Crawford,ccrawfordl@drupal.org,Argentina,Male,Telsen,Teklist,53243.47,ARS
Catherine,Butler,cbutlerm@twitter.com,China,Female,Zhangpu,Babbleopia,31316.38,CNY
Dorothy,King,dkingn@list-manage.com,China,Female,Xiangrong,Skiba,73625.74,CNY
Raymond,Palmer,rpalmero@epa.gov,Indonesia,Male,Maurisu,Voonder,64245.19,IDR
Philip,Brown,pbrownp@twitpic.com,Portugal,Male,Antas,Lajo,94016.48,EUR
Eugene,Cooper,ecooperq@weebly.com,China,Male,Xiaocheng,Devpoint,2436.39,CNY
Judy,Stone,jstoner@google.ru,Indonesia,Female,Pugeran,Edgeblab,,IDR
Cynthia,Fuller,cfullers@networkadvertising.org,South Africa,Female,Bethlehem,Devpoint,46477.68,ZAR
Christopher,Cruz,ccruzt@unicef.org,Ecuador,Male,Pedro Carbo,Wikivu,4732.09,USD
Evelyn,Armstrong,earmstrongu@nature.com,Qatar,Female,Al Ghuwayrīyah,Brightdog,62137.02,QAR
Craig,Henry,chenryv@nytimes.com,China,Male,Gaotai,Skynoodle,1721.54,CNY
Karen,Adams,kadamsw@icio.us,Sweden,Female,Danderyd,Topicstorm,24622.59,SEK
Kimberly,Harris,kharrisx@squarespace.com,Cuba,Female,Centro Habana,Mynte,25542.32,CUP
Helen,Thomas,hthomasy@admin.ch,Belarus,Female,Dzyarzhynsk,Mynte,70842.72,BYR
Ashley,West,awestz@prlog.org,Norway,Female,Bergen,Talane,,NOK
Timothy,Edwards,tedwards10@livejournal.com,Senegal,Male,Tiadiaye,Eabox,61859.38,XOF
Stephen,Baker,sbaker11@google.es,Ireland,Male,Balally,Photofeed,82701.56,EUR
Peter,Mcdonald,pmcdonald12@tuttocitta.it,Poland,Male,Odolanów,Feedfire,283.45,PLN
Mark,Martin,mmartin13@eepurl.com,China,Male,Zhongwei,Janyx,42736.60,CNY
Janet,Morris,jmorris14@va.gov,United States,Female,Washington,Realpoint,69868.09,USD
Jeffrey,Sullivan,jsullivan15@slashdot.org,Russia,Male,Staropyshminsk,Rhynoodle,,RUB
Stephanie,White,swhite16@imageshack.us,Czech Republic,Female,Proboštov,Pixonyx,63411.33,CZK
Jessica,Weaver,jweaver17@123-reg.co.uk,Brazil,Female,Planaltina,Mynte,95406.84,BRL
Harry,Price,hprice18@latimes.com,Brazil,Male,Santos Dumont,Demizz,16346.47,BRL
Phillip,Hamilton,phamilton19@zimbio.com,Bosnia and Herzegovina,Male,Gradačac,Livepath,64596.31,BAM
Edward,Hicks,ehicks1a@bloomberg.com,Poland,Male,Ostrowite,Skippad,79221.49,PLN
Ruby,Phillips,rphillips1b@newsvine.com,Japan,Female,Narita,Omba,72129.17,JPY
Earl,Lawrence,elawrence1c@buzzfeed.com,Ukraine,Male,Kornyn,Wikivu,23473.29,UAH
Judy,Cruz,jcruz1d@thetimes.co.uk,China,Female,Fuxing,Wordpedia,26189.62,CNY
