Catherine,Bennett,cbennett0@cornell.edu,South Africa,Female,Richards Bay,Realblab,53418.95,ZAR
Maria,Stone,mstone1@indiatimes.com,Philippines,Female,Himaya,Oodoo,9834.39,PHP
Stephen,Watkins,swatkins2@washingtonpost.com,Peru,Male,Bernal,Thoughtblab,47668.69,PEN
Donald,Oliver,doliver3@hud.gov,Czech Republic,Male,Lenešice,Pixoboo,9753.48,CZK
Rose,Banks,rbanks4@hud.gov,Canada,Female,Nelson,Shuffletag,18204.20,CAD
Raymond,Tucker,rtucker5@yandex.ru,China,Male,Changliu,Jamia,,CNY
Christina,Edwards,cedwards6@surveymonkey.com,United States,Female,Fresno,Gevee,40530.67,USD
Melissa,Miller,mmiller7@zimbio.com,Costa Rica,Female,San José,Flashspan,62493.41,CRC
Phyllis,Wallace,pwallace8@printfriendly.com,China,Female,Yinxi,Mydo,36761.83,CNY
Juan,Wilson,jwilson9@ebay.co.uk,Paraguay,Male,Mbocayaty,Yakijo,71282.17,PYG
Brian,Cooper,bcoopera@hexun.com,China,Male,Baiyan,Voomm,44069.05,CNY
Richard,Burns,rburnsb@google.nl,South Africa,Male,Matatiele,Bluejam,28895.28,ZAR
Norma,Ramirez,nramirezc@wordpress.com,Indonesia,Female,Oesao,Riffwire,22403.63,IDR
Jennifer,Ramirez,jramirezd@usatoday.com,Bolivia,Female,Tarata,Janyx,79477.17,BOB
Johnny,Wilson,jwilsone@apple.com,Philippines,Male,Calingcuan,Dabvine,,PHP
Stephanie,Ford,sfordf@google.es,Argentina,Female,Añatuya,Bluejam,77810.77,ARS
Rachel,Simpson,rsimpsong@sohu.com,China,Female,Jiedu,Meejo,,CNY
Peter,Medina,pmedinah@weibo.com,Ukraine,Male,Velykoploske,Wikivu,89170.20,UAH
Sara,Payne,spaynei@mlb.com,Syria,Female,Hisya,Dabjam,97637.79,SYP
Michael,Dunn,mdunnj@usatoday.com,Indonesia,Male,Ciherang,Camimbo,61652.42,IDR
Katherine,Warren,kwarrenk@usnews.com,Iran,Female,Zahedan,Fatz,1220.83,IRR
Angela,Reid,areidl@blog.com,Slovenia,Female,Videm pri Ptuju,Bluejam,64426.08,EUR
Alice,Greene,agreenem@dedecms.com,Czech Republic,Female,Šluknov,Dabtype,54893.85,CZK
Jack,Duncan,jduncann@ihg.com,Canada,Male,Bells Corners,Zooveo,53105.13,CAD
Kathryn,Reyes,kreyeso@trellian.com,South Africa,Female,Villiers,Snaptags,72145.44,ZAR
Angela,Stone,astonep@springer.com,China,Female,Huating,Fivebridge,,CNY
Pamela,King,pkingq@theatlantic.com,China,Female,Pagnag,Skibox,18823.52,CNY
Betty,Mendoza,bmendozar@g.co,France,Female,Amiens,Tekfly,,EUR
Martin,Mills,mmillss@fotki.com,Venezuela,Male,Cabudare,Aimbu,82189.54,VEF
Ruth,Rose,rroset@friendfeed.com,Portugal,Female,Sarrazola,Geba,14372.91,EUR
Sandra,Morgan,smorganu@typepad.com,Nigeria,Female,Ipoti,Photofeed,55970.68,NGN
Michael,Boyd,mboydv@free.fr,Western Sahara,Male,Smara,Meevee,47573.94,MAD
Angela,Kim,akimw@fastcompany.com,Philippines,Female,Sapol,Trudeo,,PHP
Chris,Scott,cscottx@unblog.fr,Argentina,Male,Laguna Paiva,Oloo,71740.19,ARS
Shirley,Garcia,sgarciay@infoseek.co.jp,Colombia,Female,Rivera,Wordpedia,45793.80,COP
Diana,Chavez,dchavezz@nhs.uk,China,Female,Dagang,Rhybox,75689.89,CNY
David,Matthews,dmatthews10@samsung.com,Russia,Male,Kupavna,Chatterpoint,44432.75,RUB
Albert,Knight,aknight11@t-online.de,Venezuela,Male,Píritu,Zoomzone,46614.11,VEF
Gloria,Roberts,groberts12@printfriendly.com,Poland,Female,Jeziorzany,Realpoint,38660.31,PLN
Kevin,Turner,kturner13@dailymotion.com,Jamaica,Male,Port Antonio,Fiveclub,1049.00,JMD
Daniel,Burns,dburns14@patch.com,China,Male,Jiepai,Aivee,32589.53,CNY
Carlos,Sanders,csanders15@spiegel.de,Nigeria,Male,Deba Habe,Rhycero,73829.93,NGN
Brenda,Nelson,bnelson16@linkedin.com,Vietnam,Female,Vân Canh,Mydeo,57341.24,VND
Victor,Ryan,vryan17@geocities.jp,South Korea,Male,Sindong,Rooxo,15401.71,KRW
Matthew,Gibson,mgibson18@youtube.com,Portugal,Male,Estoi,Centizu,28478.54,EUR
Joan,King,jking19@google.ru,Colombia,Female,Purificación,Youspan,16146.36,COP
Sharon,Richardson,srichardson1a@google.co.uk,Latvia,Female,Murmuiža,Youbridge,87019.51,EUR
Daniel,Moreno,dmoreno1b@mashable.com,France,Male,Hendaye,Jabbersphere,23078.32,EUR
Melissa,Lopez,mlopez1c@timesonline.co.uk,Portugal,Female,São Paio de Gramaços,Izio,98855.83,EUR
Anthony,Burke,aburke1d@guardian.co.uk,Russia,Male,Shamanka,Brainlounge,81095.88,RUB
Donald,Oliver,doliver1e@amazon.co.jp,Ukraine,Male,Lanchyn,Quire,47272.14,UAH
Matthew,Hall,mhall1f@t.co,Costa Rica,Male,Alajuela,Topicshots,41731.91,CRC
Deborah,Harper,dharper1g@nasa.gov,Belarus,Female,Svislach,Chatterbridge,95145.09,BYR
Mary,Payne,mpayne1h@simplemachines.org,France,Female,Meaux,Roombo,93784.68,EUR
Barbara,Wells,bwells1i@sbwire.com,France,Female,Coutances,Teklist,81957.08,EUR
