Betty,Patterson,bpatterson0@cisco.com,Cuba,Female,Manzanillo,Skibox,52473.42,CUP
Stephanie,Jordan,sjordan1@boston.com,Portugal,Female,Carvalho,Fivebridge,96010.57,EUR
Chris,Gonzalez,cgonzalez2@java.com,Brazil,Male,Porto Velho,Yambee,45754.68,BRL
Jean,Murphy,jmurphy3@earthlink.net,France,Female,Vanves,Nlounge,56629.15,EUR
Carl,Little,clittle4@si.edu,Philippines,Male,Babo-Pangulo,Plajo,91949.30,PHP
Michelle,Gray,mgray5@harvard.edu,Indonesia,Female,Leloboko,Photospace,71300.96,IDR
Howard,Hicks,hhicks6@samsung.com,Brazil,Male,Viçosa do Ceará,Edgeblab,94783.44,BRL
Diane,Chapman,dchapman7@ocn.ne.jp,China,Female,Dongfu,Browsedrive,45009.36,CNY
Anna,Ellis,aellis8@virginia.edu,Poland,Female,Ożarów,Yadel,5501.75,PLN
Andrew,Cooper,acooper9@google.co.jp,China,Male,Sishan,Topiczoom,2060.23,CNY
Helen,Bryant,hbryanta@bloomberg.com,Indonesia,Female,Kota Ternate,Kamba,26648.02,IDR
Sara,Fuller,sfullerb@goo.gl,Russia,Female,Beloyarskiy,Yodoo,59263.90,RUB
Carl,Welch,cwelchc@engadget.com,Czech Republic,Male,Milevsko,Bubbletube,25668.07,CZK
Linda,Warren,lwarrend@dropbox.com,Nicaragua,Female,El Crucero,Npath,7661.15,NIO
Paula,Morrison,pmorrisone@xrea.com,Guatemala,Female,Jerez,Oyondu,28122.88,GTQ
Christopher,Tucker,ctuckerf@reuters.com,China,Male,Luodian,Wikivu,5389.24,CNY
Wanda,Carr,wcarrg@ning.com,Canada,Female,Nanton,Wikivu,55266.27,CAD
Betty,Smith,bsmithh@whitehouse.gov,Indonesia,Female,Ketapang,Buzzdog,9431.23,IDR
Frances,Harrison,fharrisoni@elegantthemes.com,Portugal,Female,Praia de Mira,Ozu,93031.86,EUR
Andrew,Cunningham,acunninghamj@blogs.com,United States,Male,Fresno,Yakidoo,24976.93,USD
Cynthia,Richards,crichardsk@admin.ch,United States,Female,Whittier,Zooxo,98193.11,USD
Jeremy,Medina,jmedinal@dropbox.com,Philippines,Male,San Antonio,Brainsphere,142.19,PHP
Ryan,Gilbert,rgilbertm@ucsd.edu,Ukraine,Male,Khust,Quimm,26846.92,UAH
Kelly,Arnold,karnoldn@lycos.com,Portugal,Female,Picoto,Demivee,80766.90,EUR
Maria,Hernandez,mhernandezo@ehow.com,Philippines,Female,Bislig,Layo,58533.02,PHP
Mary,Fowler,mfowlerp@squarespace.com,Luxembourg,Female,Garnich,Tagtune,,EUR
Ralph,Burton,rburtonq@twitter.com,Greece,Male,Kostakioí,Leenti,46855.97,EUR
Wanda,Alvarez,walvarezr@amazon.de,Niger,Female,Maradi,Blogspan,57738.28,XOF
Rebecca,Bowman,rbowmans@hugedomains.com,Armenia,Female,Karanlukh,Eare,44065.54,AMD
Arthur,Howard,ahowardt@berkeley.edu,Mexico,Male,Camino Real,Realcube,,MXN
Angela,Hill,ahillu@hatena.ne.jp,Philippines,Female,Minien East,Fivespan,52446.36,PHP
Doris,Howell,dhowellv@example.com,Ukraine,Female,Derhachi,Devbug,,UAH
Gary,Dixon,gdixonw@nifty.com,Brazil,Male,Cruz das Almas,Devbug,57770.23,BRL
Anna,Sanders,asandersx@unc.edu,China,Female,城郊,Zoonoodle,1965.00,CNY
Beverly,Jones,bjonesy@surveymonkey.com,Iran,Female,Shādegān,Linklinks,19017.38,IRR
Jeremy,Fields,jfieldsz@com.com,Sweden,Male,Södertälje,Skipstorm,62575.06,SEK
Patrick,Gilbert,pgilbert10@vimeo.com,Poland,Male,Dębnica Kaszubska,Jaxbean,21950.87,PLN
Aaron,Thompson,athompson11@oakley.com,Greece,Male,Léchovo,Eazzy,53213.00,EUR
Rachel,Green,rgreen12@ifeng.com,Thailand,Female,Rasi Salai,Demivee,7328.26,THB
Keith,Mason,kmason13@archive.org,France,Male,Suresnes,Yambee,91786.70,EUR
Jessica,Black,jblack14@theglobeandmail.com,Russia,Female,Glotovka,Centimia,23816.94,RUB
Jack,White,jwhite15@imgur.com,Philippines,Male,East Migpulao,Zooveo,30324.04,PHP
Jennifer,Washington,jwashington16@va.gov,Vietnam,Female,Thị Trấn Phú Mỹ,Skinix,85694.74,VND
David,Price,dprice17@ustream.tv,Russia,Male,Krasnyy Profintern,Centizu,50855.17,RUB
Justin,Carroll,jcarroll18@virginia.edu,Colombia,Male,Guacarí,Podcat,74827.95,COP
Martin,Johnston,mjohnston19@un.org,Pakistan,Male,Kotli Lohārān,Yozio,,PKR
Cheryl,Wood,cwood1a@google.com.au,China,Female,Dandai,Zoombeat,,CNY
Jason,Sullivan,jsullivan1b@adobe.com,China,Male,Naran Bulag,Thoughtmix,88418.33,CNY
Louise,Robinson,lrobinson1c@nydailynews.com,Nigeria,Female,Okuta,Skipstorm,,NGN
Katherine,Patterson,kpatterson1d@craigslist.org,Indonesia,Female,Banjaranyar,Tagpad,,IDR
Anne,Burton,aburton1e@stanford.edu,Colombia,Female,Arauca,Gigazoom,85131.48,COP
Joan,Evans,jevans1f@xing.com,China,Female,Suicheng,Minyx,66605.82,CNY
Louis,Ward,lward1g@discovery.com,China,Male,Lubu,Realcube,41803.11,CNY
Matthew,Mcdonald,mmcdonald1h@freewebs.com,Czech Republic,Male,Čeladná,Oyonder,58135.17,CZK
Julie,Hawkins,jhawkins1i@yahoo.com,Kazakhstan,Female,Shashūbay,Kwinu,85681.50,KZT
Kelly,Rice,krice1j@time.com,Australia,Female,Sydney,Centizu,33470.52,AUD
Nicole,Butler,nbutler1k@tuttocitta.it,Indonesia,Female,Banjar Kertasari,Abatz,97404.76,IDR
Earl,Schmidt,eschmidt1l@com.com,China,Male,Leicheng,Blogtag,60569.51,CNY
Phyllis,Carpenter,pcarpenter1m@cam.ac.uk,China,Female,Guantou,Roodel,57498.85,CNY
