Randy,Morrison,rmorrison0@xing.com,France,Male,Rungis,Zava,67526.00,EUR
Sean,Andrews,sandrews1@sbwire.com,Japan,Male,Tenri,Brightdog,46682.05,JPY
Harold,Mason,hmason2@fda.gov,China,Male,Zhangfeng,Divavu,1762.31,CNY
Doris,Brown,dbrown3@tumblr.com,Russia,Female,Nizhniy Tagil,Brightbean,57872.24,RUB
Ernest,Patterson,epatterson4@goo.gl,China,Male,Hancheng,Quamba,32192.01,CNY
Frances,Schmidt,fschmidt5@odnoklassniki.ru,Serbia,Female,Bogojevo,Minyx,,RSD
Patricia,Long,plong6@ucoz.com,South Korea,Female,Kyonju,Topiclounge,74172.45,KRW
Douglas,Jackson,djackson7@ifeng.com,Myanmar,Male,Pathein,Voonyx,60068.63,MMK
Jessica,Morgan,jmorgan8@redcross.org,Nigeria,Female,Bama,Tanoodle,36428.12,NGN
Aaron,Jenkins,ajenkins9@netvibes.com,Portugal,Male,Vila Nova de Gaia,Babbleopia,47720.39,EUR
Betty,Willis,bwillisa@1688.com,Vietnam,Female,Buôn Trấp,Dablist,91731.69,VND
Jason,Woods,jwoodsb@tripadvisor.com,China,Male,Chadi,Mudo,65728.34,CNY
Teresa,Morgan,tmorganc@rakuten.co.jp,China,Female,Ouyang,Chatterbridge,16922.24,CNY
Mark,Snyder,msnyderd@webnode.com,Czech Republic,Male,Strání,Brainbox,25157.58,CZK
Shawn,Lawrence,slawrencee@samsung.com,Peru,Male,Breu,Tagopia,51997.25,PEN
Laura,Reed,lreedf@narod.ru,Sweden,Female,Vellinge,Dabvine,13353.64,SEK
Melissa,Garza,mgarzag@ask.com,Poland,Female,Gorzyce,Meevee,98731.08,PLN
Karen,Berry,kberryh@sourceforge.net,Indonesia,Female,Cimuncang,Twitterlist,68259.45,IDR
Brandon,Alexander,balexanderi@typepad.com,Brazil,Male,Cabreúva,Chatterbridge,89007.31,BRL
Teresa,Lewis,tlewisj@blogger.com,Malaysia,Female,Seremban,Twimbo,86080.90,MYR
Mildred,Stewart,mstewartk@g.co,Peru,Female,Uticyacu,Realcube,5367.85,PEN
Jennifer,Chavez,jchavezl@reuters.com,China,Female,Taibao,Livepath,30088.67,CNY
Nancy,Gomez,ngomezm@princeton.edu,Japan,Female,Kuroda,Yamia,84703.62,JPY
Kathleen,Young,kyoungn@nsw.gov.au,United States,Female,Kansas City,Zoomzone,3999.24,USD
Julie,Jenkins,jjenkinso@elpais.com,Ireland,Female,Cobh,Kwilith,22000.04,EUR
Shirley,Perkins,sperkinsp@goo.gl,Argentina,Female,San Pedro,Oodoo,34159.87,ARS
Theresa,Gilbert,tgilbertq@ucsd.edu,Poland,Female,Zamarski,Tagcat,8357.33,PLN
Steve,Grant,sgrantr@weibo.com,Brazil,Male,Floresta,Bubblebox,35466.49,BRL
Jessica,Perez,jperezs@123-reg.co.uk,Ivory Coast,Female,Guiglo,Kaymbo,63998.53,XOF
Laura,Alexander,lalexandert@bloomberg.com,China,Female,Liqiao,Quimba,,CNY
Judy,Knight,jknightu@unicef.org,Togo,Female,Vogan,Pixope,12455.26,XOF
Chris,Day,cdayv@upenn.edu,Honduras,Male,Salamá,Skynoodle,99154.41,HNL
Virginia,Martin,vmartinw@google.de,Russia,Female,Khorinsk,Shufflester,23401.07,RUB
Susan,Mason,smasonx@mediafire.com,China,Female,Baojia,Fanoodle,99070.66,CNY
Judith,Ortiz,jortizy@weibo.com,Russia,Female,Verkhniy Avzyan,Voonix,22574.74,RUB
Ernest,Evans,eevansz@yelp.com,China,Male,Shangjiangxu,Brainbox,6446.78,CNY
Harold,Stanley,hstanley10@yandex.ru,Canada,Male,Saint-Félicien,Edgepulse,44444.81,CAD
Marie,Wallace,mwallace11@prlog.org,Philippines,Female,Navatat,Eabox,66731.31,PHP
Jessica,Gomez,jgomez12@canalblog.com,Colombia,Female,Caucasia,Eidel,55230.90,COP
Joan,Moore,jmoore13@mysql.com,Tajikistan,Female,Mehron,Skimia,79061.66,TJS
Wanda,Thompson,wthompson14@army.mil,Sweden,Female,Åkersberga,Oloo,97836.61,SEK
Janet,Nelson,jnelson15@jigsy.com,China,Female,Sanzao,Skyvu,15551.39,CNY
Jean,Hawkins,jhawkins16@ocn.ne.jp,Colombia,Female,Buenaventura,Kare,12886.09,COP
Louis,Garcia,lgarcia17@bloomberg.com,China,Male,Chuantang,Devshare,210.86,CNY
Cynthia,Flores,cflores18@google.com.hk,Comoros,Female,Ourovéni,Youspan,5619.67,KMF
Karen,Franklin,kfranklin19@gov.uk,China,Female,Yangping,Kwideo,86022.79,CNY
Gary,Cook,gcook1a@1und1.de,Germany,Male,Rostock,Jetpulse,37699.37,EUR
Julia,Alvarez,jalvarez1b@e-recht24.de,Georgia,Female,Tqibuli,Lazz,61565.80,GEL
Thomas,Brooks,tbrooks1c@springer.com,Philippines,Male,Cervantes,Janyx,48567.54,PHP
Albert,Ford,aford1d@artisteer.com,Kenya,Male,Homa Bay,Zoozzy,57324.49,KES
Lois,Ortiz,lortiz1e@t-online.de,China,Female,Dongjiang Matoukou,Ntags,14.90,CNY
Paula,Andrews,pandrews1f@twitpic.com,Dominica,Female,Pont Cassé,Photobug,3415.58,XCD
Kimberly,Johnson,kjohnson1g@mashable.com,Malaysia,Female,Melaka,Shuffletag,,MYR
Douglas,Moreno,dmoreno1h@fc2.com,Israel,Male,Petaẖ Tiqwa,Zoonder,56864.67,ILS
Frank,King,fking1i@drupal.org,China,Male,Yushu,Photobug,45421.83,CNY
Rebecca,Lee,rlee1j@cocolog-nifty.com,France,Female,Lunéville,Jabberstorm,,EUR
Wanda,Elliott,welliott1k@imdb.com,China,Female,Xixiang,Innotype,69172.82,CNY
Gerald,Miller,gmiller1l@hubpages.com,Indonesia,Male,Galis,Realmix,43250.28,IDR
Jason,Hudson,jhudson1m@princeton.edu,Iran,Male,Kelīshād va Sūdarjān,Chatterpoint,85515.77,IRR
Paul,Marshall,pmarshall1n@sitemeter.com,Japan,Male,Kasukabe,Brainsphere,55518.92,JPY
Jack,Perkins,jperkins1o@123-reg.co.uk,China,Male,Xujiaqiao,Aibox,33528.09,CNY
Kathy,Reed,kreed1p@scribd.com,China,Female,Zangkaxa,Voonyx,37900.04,CNY
Kelly,Reed,kreed1q@fema.gov,China,Female,Xiaoya,Dazzlesphere,49198.54,CNY
Howard,Meyer,hmeyer1r@exblog.jp,Israel,Male,Tiberias,Avavee,36046.45,ILS
Roy,Greene,rgreene1s@exblog.jp,China,Male,Wentang,Livefish,98274.73,CNY
Alan,Day,aday1t@edublogs.org,Bosnia and Herzegovina,Male,Bužim,Yabox,4844.84,BAM
Rose,Weaver,rweaver1u@loc.gov,Indonesia,Female,Mbongawani,Eabox,69848.51,IDR
