Joseph,Hill,jhill0@flavors.me,Nigeria,Male,Okpoga,Feedbug,5569.28,NGN
Jonathan,Rivera,jrivera1@a8.net,United States,Male,Charlotte,Browsebug,,USD
Donna,Weaver,dweaver2@upenn.edu,China,Female,Huxi,Zoonder,41519.77,CNY
Kathleen,Lopez,klopez3@twitter.com,China,Female,Zhongshan,Babbleblab,,CNY
Ann,Fox,afox4@discuz.net,Thailand,Female,Nong Khae,Twiyo,48693.81,THB
Benjamin,Turner,bturner5@walmart.com,Thailand,Male,Pong,Tagpad,73763.30,THB
Bruce,Kelley,bkelley6@engadget.com,Jordan,Male,Malkā,Avavee,,JOD
Patrick,Lawrence,plawrence7@spiegel.de,Pakistan,Male,New Mīrpur,Eidel,96295.81,PKR
Barbara,Rodriguez,brodriguez8@guardian.co.uk,China,Female,Langtou,Feedbug,97980.69,CNY
Carol,Hansen,chansen9@newyorker.com,Ireland,Female,Kildare,Gabvine,93358.63,EUR
Shawn,Martinez,smartineza@indiegogo.com,China,Male,Xingdian,Realpoint,32680.17,CNY
Steven,Hawkins,shawkinsb@earthlink.net,Philippines,Male,Kabalen,Photospace,33220.00,PHP
Denise,Simmons,dsimmonsc@vimeo.com,China,Female,Sanhe,Quinu,3507.95,CNY
Randy,Medina,rmedinad@wsj.com,China,Male,Chenfang,Thoughtbridge,26753.19,CNY
Patricia,Mccoy,pmccoye@storify.com,China,Female,Bayan Bulag,Dabfeed,12839.14,CNY
Ashley,Morales,amoralesf@mac.com,Philippines,Female,Blinsung,Quamba,94690.50,PHP
Irene,Mendoza,imendozag@mysql.com,Nepal,Female,Wāling,Quaxo,46551.81,NPR
Janice,Ellis,jellish@jiathis.com,Mexico,Female,San Agustin,Skipstorm,81587.61,MXN
Ronald,Cruz,rcruzi@weibo.com,Indonesia,Male,Krajan Tengah,Geba,22903.84,IDR
Robert,Burns,rburnsj@scientificamerican.com,Thailand,Male,Tak,Edgeify,32845.53,THB
Patrick,Mills,pmillsk@shinystat.com,China,Male,Xuxiake,Quinu,23004.81,CNY
Henry,Butler,hbutlerl@amazon.co.uk,Germany,Male,Duisburg,Plajo,15922.18,EUR
Rachel,Ross,rrossm@exblog.jp,Poland,Female,Milanów,Wikizz,29308.21,PLN
Douglas,Baker,dbakern@guardian.co.uk,Indonesia,Male,Grujugan,Fadeo,16591.37,IDR
Carlos,Thomas,cthomaso@newsvine.com,Japan,Male,Ube,Thoughtblab,8605.44,JPY
Angela,Campbell,acampbellp@engadget.com,China,Female,Dongsheng,Realbuzz,81447.67,CNY
Irene,Hughes,ihughesq@nydailynews.com,Argentina,Female,Añelo,Plambee,78920.96,ARS
Frank,Burke,fburker@nba.com,Russia,Male,Konyshevka,JumpXS,54871.65,RUB
Juan,Romero,jromeros@blog.com,Brazil,Male,Paranapanema,Mymm,19914.54,BRL
Barbara,Reyes,breyest@quantcast.com,Indonesia,Female,Citeluk,Skilith,86148.67,IDR
Richard,Ferguson,rfergusonu@elpais.com,Liberia,Male,Buutuo,Wikibox,17882.44,LRD
Janet,Castillo,jcastillov@wordpress.org,Thailand,Female,Nakhon Pathom,Yacero,,THB
Nicole,Kelly,nkellyw@omniture.com,Indonesia,Female,Ciguna,Linkbuzz,33159.73,IDR
Clarence,Shaw,cshawx@hud.gov,Ukraine,Male,Kyrylivka,Oyoloo,89585.46,UAH
Joan,Black,jblacky@paypal.com,Portugal,Female,Casal,Bluezoom,90547.26,EUR
Terry,Adams,tadamsz@admin.ch,Syria,Male,Aş Şūrah aş Şaghīrah,Edgeblab,,SYP
Stephanie,Hicks,shicks10@nature.com,France,Female,Créteil,Tazz,45077.92,EUR
Frank,Snyder,fsnyder11@gnu.org,Belarus,Male,Drahichyn,Kazio,31297.65,BYR
Diana,Fields,dfields12@forbes.com,Philippines,Female,Santol,Livefish,7586.08,PHP
Mary,Hunt,mhunt13@pagesperso-orange.fr,China,Female,Sijihong,Tanoodle,37622.23,CNY
Heather,Simpson,hsimpson14@admin.ch,Indonesia,Female,Jayapura,Mymm,80178.90,IDR
Ryan,Harrison,rharrison15@booking.com,Poland,Male,Działdowo,Myworks,93425.87,PLN
Evelyn,Stevens,estevens16@imdb.com,China,Female,Shuiying,Zava,5116.16,CNY
Maria,Dixon,mdixon17@imageshack.us,China,Female,Huangliang,Feedmix,32258.09,CNY
Juan,Powell,jpowell18@privacy.gov.au,China,Male,Efeng,Lajo,3367.84,CNY
Karen,Dean,kdean19@marriott.com,Peru,Female,Huamachuco,Linktype,19142.04,PEN
Melissa,Ramirez,mramirez1a@sogou.com,Cambodia,Female,Kampong Thom,Jaloo,,KHR
Raymond,Price,rprice1b@ihg.com,Poland,Male,Korczew,Riffpath,,PLN
Ruby,Wagner,rwagner1c@linkedin.com,Serbia,Female,Nova Varoš,Skynoodle,58540.10,RSD
Joyce,Martinez,jmartinez1d@paginegialle.it,Philippines,Female,San Pascual,Oyonder,69706.25,PHP
